sentence,frequency
"শিঙাড়া, পুরি, পেঁয়াজু মিলিয়ে প্রতিদিনের বিক্রি ৫০০ পিস",1
"খরচ মিটিয়ে পাওয়া যায় ৮০০ টাকা, একজন কর্মচারীও রেখেছেন",1
গতকাল রোববার চীনা নিয়ন্ত্রক সংস্থা আলিবাবাকে ২৮০ ডলারের জরিমানা করে,1
"হিসাবমতো ২০১৯ সালে আলিবাবা অভ্যন্তরীণ ব্যবসায় আয় করেছে, ৪ শতাংশ জরিমানা",1
বাংলাদেশ ব্যাংক বাংলাদেশ বিনিয়োগ উন্নয়ন কর্তৃপক্ষের (বিডা) অনুমোদন ছাড়াই প্রকল্পের ৬ শতাংশ অর্থ এসব খাতে ব্যয়ের বিদেশে পাঠানো যাবে,1
দেশের প্রধান শেয়ারবাজার ঢাকা স্টক এক্সচেঞ্জের (ডিএসই) প্রধান সূচক ডিএসইএক্স কমেছে ১৭২ পয়েন্ট সোয়া ৩ শতাংশ,1
একইভাবে অপর শেয়ারবাজার চট্টগ্রাম স্টক এক্সচেঞ্জের (সিএসই) সার্বিক সূচকটি কমেছে ৪৫১ পয়েন্ট ৩ শতাংশ,1
তালিকাভুক্ত ৬৬ কোম্পানির শেয়ারের সর্বনিম্ন মূল্যস্তর ফ্লোর প্রাইস নেওয়ার সিদ্ধান্তের গত কার্যদিবসে দরপতন ঘটে শেয়ারবাজারে,1
গত বুধবার পুঁজিবাজার নিয়ন্ত্রক সংস্থা বাংলাদেশ সিকিউরিটিজ অ্যান্ড এক্সচেঞ্জ কমিশনের (বিএসইসি) সভায় ৬৬ কোম্পানির শেয়ারের সর্বনিম্ন মূল্যস্তর নেওয়ার সিদ্ধান্ত হয়,1
সিদ্ধান্তের প্রভাবে বৃহস্পতিবার ডিএসইর প্রধান সূচকটি কমেছিল ৮৩ পয়েন্ট,1
সপ্তাহের কার্যদিবসে গতকাল রোববার সূচকটি কমেছে ৯০ পয়েন্ট পৌনে ২ শতাংশ,1
পতন ঠেকাতে গত শনিবার ছুটির দিনে ৬৬ কোম্পানির এক দিনে দরপতনের সর্বোচ্চ সীমা ১০ শতাংশ কমিয়ে ২ শতাংশ নির্ধারণ বিএসইসি,1
"হঠাৎ ৬৬ কোম্পানির শেয়ারের ওপর মূল্যস্তর নেওয়ার সিদ্ধান্তটি বিনিয়োগকারীদের নেতিবাচক প্রভাব ফেলে, প্রভাব পুরো বাজারের ওপর পড়েছে",1
খাতের কোনো কোনো শেয়ারের দাম ৫ কার্যদিবসে ২০ ৩৫ শতাংশ বেড়েছে,1
যথাসময়ে ভ্যাট পরিশোধ করায় ৩ ৮২ লাখ টাকার সুদ আরোপ হয়,1
"সংবাদ বিজ্ঞপ্তি অনুযায়ী, ভ্যাট গোয়েন্দা কর্তৃপক্ষ বছর অভিজাত ক্লাবের বিরুদ্ধে ২০১১-১২ ২০১৪-১৫ ৪ বছরের হিসাব তদন্ত ৩ ৭৫ লাখ টাকার ভ্যাট ফাঁকির বিষয়টি উদঘাটন করে",1
বৃহস্পতিবার ভ্যাটের টাকা পরিশোধের ১৫ সময় বেঁধে হয়েছে,1
গত ১৩ বছরে বন্দরে সমুদ্রগামী জেটি নির্মাণ হয়নি,1
"'বেলা সাড়ে ১১টায় রায়েরবাজারে যায়, ছোলা কেজি ৭০ ৮০ টাকা, ক্ষীরা ৫০-৬০ টাকা, আলু ২০-২৫ টাকায় বিক্রি হচ্ছে",1
"কৃষি মার্কেটের সবজি ব্যবসায়ী রিয়াজ উদ্দিন কেজি বেগুন ১০০ টাকা, শসা ১২০ টাকা কাঁচা মরিচ ৮০ টাকায় বিক্রি করেন",1
"যেসব সবজি আগেও বাজারে ৪০ ৫০ টাকা কেজি দরে বিক্রি হয়েছে, সেগুলো দেড় গুণ বাড়তি দামে বিক্রি ব্যবসায়ীরা",1
"ভাবতেও পারিনি, গত সপ্তাহে কেনা ৩০-৩৫ টাকার বেগুনের দাম ১০০ টাকা হয়েছে",1
১২০ টাকায় এক কেজি বেসন কেনেন,1
দোকানদার বেগুনের দাম রাখেন ১০০ শসা ১২০ টাকা,1
২০১৮ সালে সীতাকুণ্ডের বাঁশবাড়িয়া এলাকায় বেসরকারি খাতে বন্দর নির্মাণের বসুন্ধরা গ্রুপ আবেদন জানিয়েছিল,1
ভিয়েতনামে যৌথ বিনিয়োগে স্থাপিত কোরিয়ান কোম্পানি ১০০ ডলারের জুতা রপ্তানি করে,1
১৯৯৮ সালে সরকার প্রতিষ্ঠানটিকে চট্টগ্রাম বন্দরের জলসীমায় কনটেইনার টার্মিনাল নির্মাণের অনুমতিও দিয়েছিল,1
